folder,start_frame,end_frame,label,commentary,username,source_file,duration_sec
2021.05.12.23.36.44_veh-35_00785_01041,866,1059,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,19.3
2021.06.14.14.25.15_veh-26_04936_05073,33,575,when the light turns green make a left turn,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,54.2
2021.06.09.12.39.51_veh-26_01418_01480,3,302,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,29.9
2021.10.06.14.31.13_veh-28_00738_00908,371,806,just follow the road forward,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,43.5
2021.06.09.14.58.55_veh-35_01894_02311,28,463,head toward the main road,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,43.5
2021.09.15.14.27.22_veh-39_01166_01252,6,408,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,40.2
2021.07.16.16.01.30_veh-38_05766_06843,717,1624,when the light turns green make a left turn,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,90.7
2021.06.09.12.51.31_veh-35_03229_03360,18,584,go to the east side entrance of luxor las vegas,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,56.6
2021.06.14.16.32.09_veh-35_04114_04359,230,504,after passing this stoplight switch to the right lane.,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,27.4
2021.06.14.16.48.02_veh-12_04057_04438,136,299,switch to the right lane after passing this stoplight,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,16.3
2021.06.23.16.54.19_veh-35_00016_00755,390,1566,"go into the entrance of wynn las vegas, head toward the exit and make a left turn heading to the direction of the palazzo",Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,117.6
2021.07.09.20.26.06_veh-35_03898_05974,425,845,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,42.0
2021.10.06.14.31.13_veh-28_00223_00350,120,339,at the stopsign make a right turn,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,21.9
2021.06.14.13.27.42_veh-35_04793_04883,0,441,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,44.1
2021.06.09.17.23.18_veh-38_04163_04245,65,350,get into the second left turning lane at the stoplight,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,28.5
2021.08.17.18.54.02_veh-45_00665_01065,68,1886,"complete the right turn. at the stopsign make a lef tturn. at the next stopsign make a right turn. make a right turn at the stoplight when the light turns green, heading toward citigo. at the next stoplight you will want to make a left turn",Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,181.8
2021.06.09.17.23.18_veh-38_00131_00294,318,634,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,31.6
2021.06.14.13.28.41_veh-12_05118_05258,237,523,stop at the entrance of luxor las vegas,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,28.6
2021.09.15.16.51.15_veh-28_00005_00160,19,681,at the end of the road make a u-turn and just go straigh ton the road toward the roundabout,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,66.2
2021.06.09.11.54.15_veh-12_05414_05511,5,310,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,30.5
2021.06.14.19.22.11_veh-38_01480_01860,93,1780,go into the entrance of paris las vegas on the roundabout,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,168.7
2021.06.14.16.32.09_veh-35_03129_03220,41,426,make the first left turn after the stopsign,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,38.5
2021.06.09.17.23.18_veh-38_04544_04697,351,758,park behind the white parked vehicle temporarily then head toward the exit to make a left turn,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,40.7
2021.06.09.18.23.43_veh-35_02680_02868,590,787,make the right turn at the stoplight,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,19.7
2021.06.09.17.23.18_veh-38_03425_04047,155,2523,"make the right turn at the stoplight, go around the roundabout and head toward the exit to make a left turn.",Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,236.8
2021.05.12.23.36.44_veh-35_00785_01041,129,628,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,49.9
2021.06.14.17.26.26_veh-38_01293_01488,182,945,complete the left turn and then get back on the main road. make a left turn at the  stoplight,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,76.3
2021.06.14.19.22.11_veh-38_01134_01389,293,538,let the people cross the road first before proceeding,Dynamic Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,24.5
2021.09.15.13.12.49_veh-39_00645_00802,48,710,make the same left lane switch as the white vehicle in front of you then get back on the same lane.,Dynamic Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,66.2
2021.06.09.14.50.36_veh-26_00832_00905,32,334,"make the right turn when the light turns green, then switch to the right lane",Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,30.2
2021.06.14.18.13.35_veh-26_01331_01526,195,640,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,44.5
2021.07.16.16.01.30_veh-38_05766_06843,93,778,prepare to make a left turn at the stoplight. be in the second left turning lane,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,68.5
2021.08.17.15.02.08_veh-45_00167_00480,1129,1514,when the light turns green make a right turn.,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,38.5
2021.06.14.13.28.41_veh-12_03221_03301,22,291,after the second stoplight switch to the right lane.,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,26.9
2021.10.11.08.31.07_veh-50_01365_01539,311,700,follow the road,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,38.9
2021.05.12.23.36.44_veh-35_02035_02387,787,1675,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,88.8
2021.06.09.19.40.26_veh-12_00133_00268,144,619,compelte the left turn and stop right in front of the entrance. then start heading toward the exit,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,47.5
2021.06.09.14.50.36_veh-26_02495_02669,396,823,make the first left turn after the stopsign. ,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,42.7
2021.08.17.14.45.12_veh-42_00092_00301,253,1034,head toward tunnel park,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,78.1
2021.06.09.11.54.15_veh-12_01705_01845,311,525,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,21.4
2021.06.14.18.13.35_veh-26_00954_01050,3,474,go to make a left turn at the stoplight,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,47.1
2021.06.09.14.50.36_veh-26_04226_04484,50,310,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,26.0
2021.08.17.18.54.02_veh-45_00665_01065,979,1238,when the light turns green make a right turn.,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,25.9
2021.10.11.07.47.13_veh-50_00886_00952,5,290,just follow the road,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,28.5
2021.07.16.16.01.30_veh-38_05766_06843,662,1575,make a left turn when the light turns green,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,91.3
2021.10.11.07.47.13_veh-50_00736_00843,86,340,make a left turn at the next two intersections,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,25.4
2021.06.14.18.42.45_veh-12_02318_02407,0,439,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,43.9
2021.05.12.23.36.44_veh-35_01735_01957,442,721,make the right turn into wynn,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,27.9
2021.10.06.17.08.46_veh-28_00498_00621,73,563,at the stopsign make a right turn,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,49.0
2021.05.12.22.28.35_veh-35_01175_02127,0,2535,at the stopsign makea  left turn and go into the entrance of wynn las vegas,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,253.5
2021.06.14.16.32.09_veh-35_00574_00989,682,1927,i want you to make the right turn at the intersection of arco. youll make the first left turn after the stopsign,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,124.5
2021.06.14.13.27.42_veh-35_00142_00231,72,433,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,36.1
2021.06.14.18.13.35_veh-26_03030_03119,38,258,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,22.0
2021.06.23.14.54.32_veh-16_01011_01166,93,735,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,64.2
2021.06.23.22.05.48_veh-16_00287_00591,320,1164,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,84.4
2021.06.23.18.23.38_veh-26_01238_01416,142,845,"go make the right turn at the stoplight, go around the roundabout and make a left turn at the exit",Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,70.3
2021.06.09.14.03.17_veh-12_00294_00364,62,247,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,18.5
2021.10.11.07.12.18_veh-50_00541_00832,95,1394,make a left turn at the third intersection. you will make a left turn at the place where you see a signage with green text on the left side. then get back on the main road. make a left turn at the intersection. make the first left turn when you see the yellow x in your lanes road. then again get bakc on the main road and follow the blue vehicle,Both,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,129.9
2021.06.09.11.54.15_veh-12_02288_02529,110,430,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,32.0
2021.08.17.17.17.01_veh-45_01443_01678,127,465,once the white van passes complete the left turn. then just go straight,Dynamic Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,33.8
2021.10.11.02.57.41_veh-50_00838_01005,220,794,get back on the main road. make a left turn then right turn at the next two stoplight,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,57.4
2021.06.14.13.27.42_veh-35_03463_03587,37,614,follow the white vehicle,Dynamic Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,57.7
2021.08.17.15.02.08_veh-45_01756_01966,100,329,make the same turn as the vehicle in front of you,Dynamic Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,22.9
2021.07.09.20.26.06_veh-35_01768_02782,329,1922,when the light turns green make a left turn. you will just go straight afterward,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,159.3
2021.06.14.14.03.45_veh-38_03180_03766,579,1311,follow the sysco truck,Dynamic Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,73.2
2021.06.09.17.23.18_veh-38_05239_05412,117,540,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,42.3
2021.06.14.16.32.09_veh-35_00283_00357,0,359,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,35.9
2021.06.09.14.50.36_veh-26_02081_02143,94,256,make the right turn,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,16.2
2021.08.17.17.17.01_veh-45_00762_01166,1121,1318,at the intersection make a left turn,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,19.7
2021.10.11.08.31.07_veh-50_00005_00242,40,897,after the tool booth make a left turn. after the first stoplight make the first left turn and then your way back on the main road,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,85.7
2021.07.16.16.08.35_veh-35_00132_00784,566,1399,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,83.3
2021.06.14.14.25.15_veh-26_03415_03581,380,729,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,34.9
2021.07.16.23.22.27_veh-14_01502_01610,64,504,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,44.0
2021.06.14.18.13.35_veh-26_00522_00702,161,737,make a left turn when the light is green. then head straight,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,57.6
2021.09.15.13.52.55_veh-39_01385_01446,56,296,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,24.0
2021.06.14.17.26.26_veh-38_04285_04392,59,353,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,29.4
2021.06.14.18.33.41_veh-35_04446_04756,109,1538,"i want you to go to paris las vegas. go around the roundabout and then exit, heading back to this same position",Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,142.9
2021.06.14.18.13.35_veh-26_04964_05075,365,530,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,16.5
2021.06.23.15.56.12_veh-16_00839_01285,1414,1730,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,31.6
2021.06.09.20.26.11_veh-35_00247_00529,104,831,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,72.7
2021.06.09.19.40.26_veh-12_01241_01510,179,1290,after passing veer towers switch to the right lane.,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,111.1
2021.06.14.13.28.41_veh-12_01313_01541,71,845,after passing the stoplight switch to the right lane. make the righ tturn into the paris las vegas and go around the 'circle',Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,77.4
2021.05.12.23.36.44_veh-35_01735_01957,134,740,after you pass the stoplight switch to the right lane. then make the right turn into wynn las vegas entrance.,Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,60.6
2021.07.16.21.17.55_veh-26_05156_05225,3,340,,Non-Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,33.7
2021.08.17.16.48.45_veh-43_02693_03062,424,1497,"on the intersection with goodwill make a right turn. temporarily stop at the curb in fornt of the two parked vehicles and after the entrance on the right. get back on the road, at the stopsign make a right turn. you will again temporarily stop at the curb behind the red car where the person is standing",Static Referential,parthib,./staging/parthib_submissions6 - Parthib Roy.csv,107.3
